"","image2","unique_pair","image1","image_path","target_id","distractor_id","text1","text2","full_phrase_language","full_phrase","trial_type_id","dataset_id","vanilla_trial"
"215","L1.039_left.png","570_571","L1.039_right.png","yoon_simpimp_2015",570,571,"carrot","banana-carrot","eng",NA,1618,15,0
"216","L1.029_right.png","562_563","L1.029_left.png","yoon_simpimp_2015",562,563,"ball-truck","truck","eng",NA,1619,15,0
"217","L2.017_right.png","584_585","L2.017_left.png","yoon_simpimp_2015",584,585,"bike-car","bike","eng",NA,1620,15,0
"218","L1.041_right.png","572_573","L1.041_left.png","yoon_simpimp_2015",572,573,"car","bike","eng",NA,1621,15,1
"219","L2.036_left.png","600_601","L2.036_right.png","yoon_simpimp_2015",600,601,"truck","ball","eng",NA,1622,15,1
"220","L1.034_left.png","566_567","L1.034_right.png","yoon_simpimp_2015",566,567,"truck","ball","eng",NA,1623,15,1
"221","L2.027_right.png","592_593","L2.027_left.png","yoon_simpimp_2015",592,593,"car","bike","eng",NA,1624,15,1
"222","L1.022_right.png","556_557","L1.022_left.png","yoon_simpimp_2015",556,557,"car","car-bike","eng",NA,1625,15,0
"223","L2.046_left.png","608_609","L2.046_right.png","yoon_simpimp_2015",608,609,"bike","car-bike","eng",NA,1626,15,0
"224","L1.036_left.png","568_569","L1.036_right.png","yoon_simpimp_2015",568,569,"bike","car","eng",NA,1627,15,1
"225","L1.012_left.png","548_549","L1.012_right.png","yoon_simpimp_2015",548,549,"bear","flower","eng",NA,1628,15,1
"226","L2.029_left.png","594_595","L2.029_right.png","yoon_simpimp_2015",594,595,"carrot-banana","carrot","eng",NA,1629,15,0
"227","L1.048_right.png","578_579","L1.048_left.png","yoon_simpimp_2015",578,579,"ball","truck","eng",NA,1630,15,1
"228","L2.022_right.png","588_589","L2.022_left.png","yoon_simpimp_2015",588,589,"ball","truck-ball","eng",NA,1631,15,0
"229","L2.041_right.png","604_605","L2.041_left.png","yoon_simpimp_2015",604,605,"flower","bear","eng",NA,1632,15,1
"230","L1.032_right.png","564_565","L1.032_left.png","yoon_simpimp_2015",564,565,"flower-bear","bear","eng",NA,1633,15,0
"231","L1.046_left.png","576_577","L1.046_right.png","yoon_simpimp_2015",576,577,"bear","bear-flower","eng",NA,1634,15,0
"232","L1.015_right.png","550_551","L1.015_left.png","yoon_simpimp_2015",550,551,"apple","orange-apple","eng",NA,1636,15,0
"233","L2.024_left.png","590_591","L2.024_right.png","yoon_simpimp_2015",590,591,"cat","dog","eng",NA,1637,15,1
"234","L2.039_left.png","602_603","L2.039_right.png","yoon_simpimp_2015",602,603,"flower","flower-bear","eng",NA,1638,15,0
"235","L2.020_left.png","586_587","L2.020_right.png","yoon_simpimp_2015",586,587,"bear","flower","eng",NA,1639,15,1
"236","L2.032_right.png","596_597","L2.032_left.png","yoon_simpimp_2015",596,597,"orange-apple","orange","eng",NA,1640,15,0
"237","L1.027_right.png","560_561","L1.027_left.png","yoon_simpimp_2015",560,561,"cat","dog","eng",NA,1641,15,1
"238","L2.015_left.png","582_583","L2.015_right.png","yoon_simpimp_2015",582,583,"dog","dog-cat","eng",NA,1642,15,0
"239","L2.043_right.png","606_607","L2.043_left.png","yoon_simpimp_2015",606,607,"cat-dog","dog","eng",NA,1643,15,0
"240","L1.024_left.png","558_559","L1.024_right.png","yoon_simpimp_2015",558,559,"orange","apple","eng",NA,1644,15,1
"241","L1.043_left.png","574_575","L1.043_right.png","yoon_simpimp_2015",574,575,"apple-orange","apple","eng",NA,1645,15,0
"242","L2.012_left.png","580_581","L2.012_right.png","yoon_simpimp_2015",580,581,"orange","apple","eng",NA,1646,15,1
"243","L1.017_left.png","552_553","L1.017_right.png","yoon_simpimp_2015",552,553,"dog-cat","cat","eng",NA,1647,15,0
"244","foot.png","689_697","apple.png","kartushina_2019",689,697,"apple","foot","nor","Hvor er eple?",1805,20,1
"245","hair.png","688_696","banana.png","kartushina_2019",688,696,"banana","hair","nor","Ser du banan?",1809,20,1
"246","cookie.png","687_695","belly.png","kartushina_2019",695,687,"belly","cookie","nor","Kan du finne mage?",1813,20,1
"247","jacket.png","693_701","book.png","kartushina_2019",693,701,"book","jacket","nor","Se på bok.",1815,20,1
"248","leg.png","690_698","bread.png","kartushina_2019",690,698,"bread","leg","nor","Se på brød.",1819,20,1
"249","couch.png","694_702","car.png","kartushina_2019",694,702,"car","couch","nor","Ser du bil?",1821,20,1
"250","keys.png","692_700","cat.png","kartushina_2019",692,700,"cat","keys","nor","Hvor er katt?",1825,20,1
"251","glasses.png","691_699","dog.png","kartushina_2019",691,699,"dog","glasses","nor","Kan du finne hund?",1835,20,1
"252","door1.png","753_765","cookie1.png","potter_remix",753,765,"stimuli/visual/images/cookie1.png","stimuli/visual/images/door1.png","eng","Do you like the cookie",1933,24,1
"253","foot1.png","754_763","kitty1.png","potter_remix",754,763,"stimuli/visual/images/kitty1.png","stimuli/visual/images/foot1.png","eng","Do you like the kitty",1934,24,1
"254","milk1.png","755_762","mouth1.png","potter_remix",755,762,"stimuli/visual/images/mouth1.png","stimuli/visual/images/milk1.png","multiple","I want the boca",1935,24,0
"255","doggy1.png","756_766","balloon1.png","potter_remix",756,766,"stimuli/visual/images/balloon1.png","stimuli/visual/images/doggy1.png","multiple","Do you like the globo",1936,24,0
"256","mouth1.png","757_767","milk1.png","potter_remix",757,767,"stimuli/visual/images/milk1.png","stimuli/visual/images/mouth1.png","eng","I want the milk",1937,24,1
"257","cookie1.png","758_761","door1.png","potter_remix",758,761,"stimuli/visual/images/door1.png","stimuli/visual/images/cookie1.png","multiple","Do you like the puerta",1938,24,0
"258","kitty1.png","759_768","foot1.png","potter_remix",759,768,"stimuli/visual/images/foot1.png","stimuli/visual/images/kitty1.png","multiple","Do you like the pie",1939,24,0
"259","balloon1.png","760_764","doggy1.png","potter_remix",760,764,"stimuli/visual/images/doggy1.png","stimuli/visual/images/balloon1.png","eng","I want the dog",1940,24,1
"260","afghanhound_600x600.jpg","775_776","kingfisher_600x600.jpg","weaver_zettersten_2024",776,775,"king fisher","afghan hound","eng","Do you see the bird",1997,25,1
"261","germanshepherd_600x600.jpg","770_771","cardinal_600x600.jpg","weaver_zettersten_2024",771,770,"cardinal","german shepherd","eng","Do you see the bird",1998,25,1
"262","beagle_600x600.jpg","787_788","sparrow_600x600.jpg","weaver_zettersten_2024",788,787,"sparrow","beagle","eng","Do you see the bird",1999,25,1
"263","afghanhound_600x600.jpg","775_789","cornishrex_600x600.jpg","weaver_zettersten_2024",789,775,"Cornish rex","afghan hound","eng","Do you see the cat",2003,25,1
"264","germanshepherd_600x600.jpg","769_770","arabianmau_600x600.jpg","weaver_zettersten_2024",769,770,"mau","german shepherd","eng","Do you see the cat",2004,25,1
"265","robin_600x600.jpg","781_782","tabby_600x600.jpg","weaver_zettersten_2024",782,781,"american shorthair","robin","eng","Do you see the cat",2005,25,1
"266","heron_600x600.jpg","790_791","bassethound_600x600.jpg","weaver_zettersten_2024",791,790,"basset hound","heron","eng","Do you see the dog",2009,25,1
"267","kookaburra_600x600.jpg","779_780","betafish_600x600.jpg","weaver_zettersten_2024",779,780,"beta  fish","kookaburra","eng","Do you see the fish",2015,25,1
"268","beagle_600x600.jpg","784_787","bass_600x600.jpg","weaver_zettersten_2024",784,787,"bass","beagle","eng","Do you see the fish",2016,25,1
"269","robin_600x600.jpg","781_785","bluegill_600x600.jpg","weaver_zettersten_2024",785,781,"bluegill","robin","eng","Do you see the fish",2017,25,1
"270","cornishrex_600x600.jpg","789_790","heron_600x600.jpg","weaver_zettersten_2024",790,789,"heron","Cornish rex","eng","Find the bird",2022,25,1
"271","sheepdog_600x600.jpg","777_778","sphynx_600x600.jpg","weaver_zettersten_2024",778,777,"sphynx","sheepdog","eng","Find the cat",2027,25,1
"272","sturgeon_600x600.jpg","778_792","sphynx_600x600.jpg","weaver_zettersten_2024",778,792,"sphynx","sturgeon","eng","Find the cat",2028,25,1
"273","bass_600x600.jpg","783_784","chartreux_600x600.jpg","weaver_zettersten_2024",783,784,"chartreux","bass","eng","Find the cat",2029,25,1
"274","betafish_600x600.jpg","777_779","sheepdog_600x600.jpg","weaver_zettersten_2024",777,779,"sheepdog","beta  fish","eng","Find the dog",2034,25,1
"275","oriental_600x600.jpg","773_774","lionfish_600x600.jpg","weaver_zettersten_2024",773,774,"lion fish","oriental","eng","Find the fish",2039,25,1
"276","kingfisher_600x600.jpg","773_776","lionfish_600x600.jpg","weaver_zettersten_2024",773,776,"lion fish","king fisher","eng","Find the fish",2040,25,1
"277","tabby_600x600.jpg","772_782","clownfish_600x600.jpg","weaver_zettersten_2024",772,782,"clownfish","american shorthair","eng","Find the fish",2041,25,1
"278","oriental_600x600.jpg","774_780","kookaburra_600x600.jpg","weaver_zettersten_2024",780,774,"kookaburra","oriental","eng","Look at the bird",2045,25,1
"279","arabianmau_600x600.jpg","769_788","sparrow_600x600.jpg","weaver_zettersten_2024",788,769,"sparrow","mau","eng","Look at the bird",2048,25,1
"280","sturgeon_600x600.jpg","791_792","bassethound_600x600.jpg","weaver_zettersten_2024",791,792,"basset hound","sturgeon","eng","Look at the dog",2058,25,1
"281","bluegill_600x600.jpg","785_786","goldenretriever_600x600.jpg","weaver_zettersten_2024",786,785,"golden retriever","bluegill","eng","Look at the dog",2059,25,1
"282","clownfish_600x600.jpg","771_772","cardinal_600x600.jpg","weaver_zettersten_2024",771,772,"cardinal","clownfish","eng","Where's the bird",2070,25,1
"283","goldenretriever_600x600.jpg","783_786","chartreux_600x600.jpg","weaver_zettersten_2024",783,786,"chartreux","golden retriever","eng","Where's the cat",2076,25,1
"284","froggy_L.png","863_870","cow_L.png","kremin_2021",863,870,"cow","froggy","multiple","Look! Can you find la jolie cow?",2292,28,0
"285","dog_L.png","864_869","bunny_L.png","kremin_2021",869,864,"bunny","dog","multiple","Look! Can you find le bon bunny?",2296,28,0
"286","fish_L.png","865_867","duck_L.png","kremin_2021",867,865,"duck","fish","multiple","Look! Can you find le bon duck?",2297,28,0
"287","sheep_L.png","866_868","monkey_L.png","kremin_2021",868,866,"monkey","sheep","multiple","Look! Can you find le petit monkey?",2304,28,0
"288","cow_L.png","862_863","froggy_L.png","kremin_2021",862,863,"froggy","cow","fre","Regarde ! Peux-tu trouver la jolie grenouille ?",2388,28,0
"289","cow_L.png","861_862","froggy_L.png","kremin_2021",862,861,"froggy","cow","fre","Regarde ! Peux-tu trouver la jolie grenouille ?",2389,28,0
"290","fish_L.png","855_856","duck_L.png","kremin_2021",856,855,"duck","fish","fre","Regarde ! Peux-tu trouver le bon canard ?",2392,28,0
"291","fish_L.png","856_865","duck_L.png","kremin_2021",856,865,"duck","fish","fre","Regarde ! Peux-tu trouver le bon canard ?",2393,28,0
"292","bunny_L.png","859_860","dog_L.png","kremin_2021",859,860,"dog","bunny","fre","Regarde ! Peux-tu trouver le gentil chien ?",2396,28,0
"293","dog_L.png","860_864","bunny_L.png","kremin_2021",860,864,"bunny","dog","fre","Regarde ! Peux-tu trouver le gentil lapin ?",2398,28,0
"294","monkey_L.png","857_858","sheep_L.png","kremin_2021",857,858,"sheep","monkey","fre","Regarde ! Peux-tu trouver le petit mouton ?",2400,28,0
"295","sheep_L.png","858_866","monkey_L.png","kremin_2021",858,866,"monkey","sheep","fre","Regarde ! Peux-tu trouver le petit singe ?",2402,28,0
"296","canine_stimuli/images/cow.jpg","887_901","canine_stimuli/images/baby.jpg","potter_canine",887,901,"baby","cow","eng","Where is the baby? Check that out!",2420,29,1
"297","canine_stimuli/images/shoe.jpg","888_900","canine_stimuli/images/milk.jpg","potter_canine",888,900,"milk","shoe","eng","Can you find the drink? Wow, cool!",2421,29,1
"298","canine_stimuli/images/bird.jpg","889_895","canine_stimuli/images/dog.jpg","potter_canine",889,895,"dog","bird","eng","Look at the dog. Do you see it?",2422,29,1
"299","canine_stimuli/images/ball.jpg","890_897","canine_stimuli/images/cookie.jpg","potter_canine",890,897,"cookie","ball","eng","Do you like the food? Wow, cool!",2423,29,1
"300","canine_stimuli/images/dog.jpg","891_898","canine_stimuli/images/bird.jpg","potter_canine",891,898,"bird","dog","eng","Look at the chicken. Check that out!",2424,29,1
"301","canine_stimuli/images/milk.jpg","892_894","canine_stimuli/images/shoe.jpg","potter_canine",892,894,"shoe","milk","eng","Can you find the shoe? Do you see it?",2425,29,1
"302","canine_stimuli/images/baby.jpg","893_899","canine_stimuli/images/cow.jpg","potter_canine",893,899,"cow","baby","eng","Where is the animal. Wow, cool",2426,29,1
"303","canine_stimuli/images/ball.jpg","896_902","canine_stimuli/images/cookie.jpg","potter_canine",896,902,"cookie","ball","eng","Examine the cookie! Wow, cool!",2430,29,0
"304","canine2_stimuli/images/plate.dish.jpg","903_916","canine2_stimuli/images/light.lamp.jpg","potter_canine",903,916,"light","plate","eng","Would you prefer the light? Check that out!",2452,29,0
"305","canine2_stimuli/images/sheep.lamb2.jpg","904_918","canine2_stimuli/images/chicken.rooster.jpg","potter_canine",904,918,"chicken","sheep","eng","Examine the chicken! Do you see it?",2453,29,0
"306","canine2_stimuli/images/candy.lollipop.jpg","905_911","canine2_stimuli/images/pants.jeans.jpg","potter_canine",905,911,"pants","candy","eng","Identify the jeans. Wow, cool!",2454,29,0
"307","canine2_stimuli/images/bird.goose.jpg","906_912","canine2_stimuli/images/horse.pony.jpg","potter_canine",906,912,"horse","bird","eng","Could you locate the pony? Check that out!",2455,29,0
"308","canine2_stimuli/images/pants.jeans.jpg","907_914","canine2_stimuli/images/candy.lollipop.jpg","potter_canine",907,914,"candy","pants","eng","Identify the candy. Do you see it?",2456,29,0
"309","canine2_stimuli/images/chicken.rooster.jpg","908_915","canine2_stimuli/images/sheep.lamb2.jpg","potter_canine",908,915,"sheep","chicken","eng","Examine the lamb. Check that out!",2457,29,0
"310","canine2_stimuli/images/light.lamp.jpg","909_917","canine2_stimuli/images/plate.dish.jpg","potter_canine",909,917,"plate","light","eng","Would you prefer the dish? Wow, cool!",2458,29,0
"311","canine2_stimuli/images/horse.pony.jpg","910_913","canine2_stimuli/images/bird.goose.jpg","potter_canine",910,913,"bird","horse","eng","Could you locate the bird? Check that out!",2459,29,0
"312","doggie1_18_left.jpg","969_989","baby1_18_left.jpg","fernald_marchman_2012",969,989,"baby","doggy","eng","Where's the baby? Can you see it?",2648,32,1
"313","doggie2_18_left.jpg","970_990","baby2_18_left.jpg","fernald_marchman_2012",970,990,"baby","doggy","eng","Where's the baby? Can you see it?",2650,32,1
"314","doggie3_18_left.jpg","971_991","baby3_18_left.jpg","fernald_marchman_2012",971,991,"baby","doggy","eng","Where's the baby? Can you see it?",2651,32,1
"315","doggie4_18_left.jpg","972_992","baby4_18_left.jpg","fernald_marchman_2012",972,992,"baby","doggy","eng","Where's the baby? Can you see it?",2653,32,1
"316","shoe1_18_left.jpg","973_997","ball1_18_left.jpg","fernald_marchman_2012",973,997,"ball","shoe","eng","Look at the ball. Do you like it?",2654,32,1
"317","shoe2_18_left.jpg","974_998","ball2_18_left.jpg","fernald_marchman_2012",974,998,"ball","shoe","eng","Look at the ball. Do you like it?",2656,32,1
"318","shoe3_18_left.jpg","975_999","ball3_18_left.jpg","fernald_marchman_2012",975,999,"ball","shoe","eng","Look at the ball. Do you like it?",2657,32,1
"319","shoe4_18_left.jpg","976_1000","ball4_18_left.jpg","fernald_marchman_2012",976,1000,"ball","shoe","eng","Look at the ball. Do you like it?",2659,32,1
"320","kitty1_18_left.jpg","977_993","birdy1_18_left.jpg","fernald_marchman_2012",977,993,"birdy","kitty","eng","Where's the birdie? Can you find it?",2660,32,1
"321","kitty2_18_left.jpg","978_994","birdy2_18_left.jpg","fernald_marchman_2012",978,994,"birdy","kitty","eng","Where's the birdie? Can you find it?",2662,32,1
"322","kitty3_18_left.jpg","979_995","birdy3_18_left.jpg","fernald_marchman_2012",979,995,"birdy","kitty","eng","Where's the birdie? Can you find it?",2663,32,1
"323","kitty4_18_left.jpg","980_996","birdy4_18_left.jpg","fernald_marchman_2012",980,996,"birdy","kitty","eng","Where's the birdie? Can you find it?",2665,32,1
"324","car2_18_left.jpg","981_986","book2_18_left.jpg","fernald_marchman_2012",981,986,"book","car","eng","Where's the book? Can you see it?",2666,32,1
"325","car1_18_left.jpg","982_985","book1_18_left.jpg","fernald_marchman_2012",982,985,"book","car","eng","Where's the book? Can you see it?",2667,32,1
"326","car3_18_left.jpg","983_987","book3_18_left.jpg","fernald_marchman_2012",983,987,"book","car","eng","Where's the book? Can you see it?",2669,32,1
"327","car4_18_left.jpg","984_988","book4_18_left.jpg","fernald_marchman_2012",984,988,"book","car","eng","Where's the book? Can you see it?",2671,32,1
"328","baby1_24_left.jpg","1001_1012","doggie1_24_left.jpg","fernald_marchman_2012",1001,1012,"doggy","baby","eng","Where's the doggy? Can you see it?",2696,32,1
"329","car2_24_left.jpg","1002_1017","juice1_24_left.jpg","fernald_marchman_2012",1002,1017,"juice","car","eng","Show me the juice. Do you like it?",2697,32,1
"330","kitty1_24_left.jpg","1003_1007","birdy1_24_left.jpg","fernald_marchman_2012",1003,1007,"birdy","kitty","eng","Where's  the birdie? Can you find it?",2698,32,1
"331","shoeblue_30_left.jpg","1004_1010","ballred_30_left.jpg","fernald_marchman_2012",1004,1010,"ball","shoe","eng","Which is the red ball?  Check that out!",2699,32,0
"332","doggie2_24_left.jpg","1005_1009","baby2_24_left.jpg","fernald_marchman_2012",1005,1009,"baby","doggy","eng","Where's the baby? Can you see it?",2700,32,1
"333","book1_24_left.jpg","1006_1063","cookie3_24_left.jpg","fernald_marchman_2012",1006,1063,"cookie","book","eng","Give me the cookie. Do you like it?",2701,32,1
"334","juice2_24_left.jpg","1008_1011","car1_24_left.jpg","fernald_marchman_2012",1008,1011,"car","juice","eng","Look at the car.  Check that out!",2703,32,1
"335","baby1_24_left.jpg","1009_1012","doggie2_24_left.jpg","fernald_marchman_2012",1009,1012,"doggy","baby","eng","That's a doggie on the deebo.",2704,32,1
"336","kitty2_24_left.jpg","1003_1014","birdy1_24_left.jpg","fernald_marchman_2012",1003,1014,"birdy","kitty","eng","That's a birdy over there.",2706,32,1
"337","car3_24_left.jpg","1011_1064","juice2_24_left.jpg","fernald_marchman_2012",1011,1064,"juice","car","eng","Drink the juice. Do you like it?",2707,32,0
"338","shoered_30_left.jpg","1013_1016","ballblue_30_left.jpg","fernald_marchman_2012",1013,1016,"ball","shoe","eng","Which is the blue ball?  Do you like it?",2711,32,0
"339","birdy2_24_left.jpg","1014_1019","kitty2_24_left.jpg","fernald_marchman_2012",1014,1019,"kitty","birdy","eng","Where's the kitty? Can you find it?",2712,32,1
"340","doggie1_24_left.jpg","1001_1005","baby2_24_left.jpg","fernald_marchman_2012",1005,1001,"baby","doggy","eng","There's a baby on the deebo.",2713,32,1
"341","cookie2_24_left.jpg","1015_1018","book2_24_left.jpg","fernald_marchman_2012",1015,1018,"book","cookie","eng","Read the book. Check that out!",2714,32,0
"342","juice3_24_left.jpg","1017_1065","car2_24_left.jpg","fernald_marchman_2012",1017,1065,"car","juice","eng","Drive the car. Check that out!",2716,32,0
"343","cookie1_24_left.jpg","1020_1066","book3_24_left.jpg","fernald_marchman_2012",1020,1066,"book","cookie","eng","Read the book.  Check that out!",2724,32,0
"344","baby3_24_left.jpg","1021_1023","doggie3_24_left.jpg","fernald_marchman_2012",1021,1023,"doggy","baby","eng","Where's the doggy?  Can you see it?",2730,32,1
"345","kitty1_24_left.jpg","1007_1019","birdy2_24_left.jpg","fernald_marchman_2012",1019,1007,"birdy","kitty","eng","That's a birdie on the deebo.",2733,32,1
"346","NovelA-moon_24_left.jpg","1022_1067","NovelB-moon_24_left.jpg","fernald_marchman_2012",1022,1067,"novel","novel","eng","Where's the deebo? Can you see the deebo?",2740,32,0
"347","kitty3_24_left.jpg","1024_1068","birdy3_24_left.jpg","fernald_marchman_2012",1024,1068,"birdy","kitty","eng","Where's  the birdie? Can you find it?",2751,32,1
"348","massorgy_30_left.jpg","1025_1069","teylgy_30_left.jpg","fernald_marchman_2012",1025,1069,"tempo","massager","eng","You can drive the tempo. Drive the tempo.",2756,32,0
"349","massylgy_30_left.jpg","1026_1070","tegrgy_30_left.jpg","fernald_marchman_2012",1026,1070,"tempo","massager","eng","You can drive the tempo. Drive the tempo.",2758,32,0
"350","fanblgy_30_left.jpg","1027_1071","manjugrgy_30_left.jpg","fernald_marchman_2012",1027,1071,"manju","fan","eng","You can eat the manju. Eat the manju.",2760,32,0
"351","fanprgy_30_left.jpg","1028_1072","manjuwhgy_30_left.jpg","fernald_marchman_2012",1028,1072,"manju","fan","eng","You can eat the manju. Eat the manju.",2762,32,0
"352","manjugrgy_30_left.jpg","1025_1027","teylgy_30_left.jpg","fernald_marchman_2012",1025,1027,"tempo","manju","eng","Where's the tempo? Can you find it?",2765,32,0
"353","manjuwhgy_30_left.jpg","1026_1028","tegrgy_30_left.jpg","fernald_marchman_2012",1026,1028,"tempo","manju","eng","Where's the tempo?  Can you see it?",2766,32,0
"354","baby1_30_left.jpg","1029_1036","doggie1_30_left.jpg","fernald_marchman_2012",1029,1036,"doggy","baby","eng","Where's the doggie?  Can you find it?",2779,32,1
"355","baby2_30_left.jpg","1030_1035","doggie2_30_left.jpg","fernald_marchman_2012",1030,1035,"doggy","baby","eng","Where's the doggie?  Can you find it?",2780,32,1
"356","baby3_30_left.jpg","1031_1039","doggie3_30_left.jpg","fernald_marchman_2012",1031,1039,"doggy","baby","eng","Where's the doggie?  Can you find it?",2781,32,1
"357","baby5_30_left.jpg","1032_1040","doggie5_30_left.jpg","fernald_marchman_2012",1032,1040,"doggy","baby","eng","Where's the doggie?  Can you find it?",2782,32,1
"358","baby4_30_left.jpg","1033_1038","doggie4_30_left.jpg","fernald_marchman_2012",1033,1038,"doggy","baby","eng","Where's the doggie?  Can you find it?",2783,32,1
"359","baby6_30_left.jpg","1034_1037","doggie6_30_left.jpg","fernald_marchman_2012",1034,1037,"doggy","baby","eng","Where's the doggie?  Can you find it?",2784,32,1
"360","book2_30_left.jpg","1041_1046","juice2_30_left.jpg","fernald_marchman_2012",1041,1046,"juice","book","eng","Give me the juice.  Can you see it?",2791,32,1
"361","book1_30_left.jpg","1042_1047","juice1_30_left.jpg","fernald_marchman_2012",1042,1047,"juice","book","eng","Drink the juice.  Can you find it?",2792,32,0
"362","book3_30_left.jpg","1043_1048","juice3_30_left.jpg","fernald_marchman_2012",1043,1048,"juice","book","eng","Give me the juice.  Can you see it?",2794,32,1
"363","book4_30_left.jpg","1044_1050","juice4_30_left.jpg","fernald_marchman_2012",1044,1050,"juice","book","eng","Give me the juice.  Can you see it?",2796,32,1
"364","book5_30_left.jpg","1045_1049","juice5_30_left.jpg","fernald_marchman_2012",1045,1049,"juice","book","eng","Give me the juice.  Can you see it?",2798,32,1
"365","carred_30_left.jpg","1051_1056","carblue_30_left.jpg","fernald_marchman_2012",1051,1056,"car","car","eng","Which one's the blue car?  Do you see it?",2811,32,0
"366","sockbig_30_left.jpg","1052_1062","socklittle_30_left.jpg","fernald_marchman_2012",1052,1062,"sock","sock","eng","Can you find the little sock?  Do you like it?",2812,32,0
"367","spoonbig_30_left.jpg","1053_1060","spoonlittle_30_left.jpg","fernald_marchman_2012",1053,1060,"spoon","spoon","eng","Do you see the little spoon?  Can you see it?",2813,32,0
"368","ballblue_30_left.jpg","1004_1013","ballred_30_left.jpg","fernald_marchman_2012",1004,1013,"ball","ball","eng","Which one's the red ball?  Check that out!",2814,32,0
"369","flowerbig_30_left.jpg","1054_1061","flowerlittle_30_left.jpg","fernald_marchman_2012",1054,1061,"flower","flower","eng","Can you find the little flower?  Check that out!",2815,32,0
"370","houseblue_30_left.jpg","1055_1058","housered_30_left.jpg","fernald_marchman_2012",1055,1058,"house","house","eng","Which one's the red house?  Check that out!",2817,32,0
"371","cookiebig_30_left.jpg","1057_1059","cookielittle_30_left.jpg","fernald_marchman_2012",1057,1059,"cookie","cookie","eng","Do you see the little cookie?  Can you find it?",2819,32,0
"372","shoeblue_30_left.jpg","1010_1016","shoered_30_left.jpg","fernald_marchman_2012",1016,1010,"shoe","shoe","eng","Which one's the red shoe?  Do you see it?",2822,32,0
"373","baby1_30_left.jpg","1030_1036","doggie2_30_left.jpg","fernald_marchman_2012",1030,1036,"doggy","baby","eng","Where's the manju.  Do you see it?",2830,32,0
"374","doggie1_30_left.jpg","1029_1035","baby2_30_left.jpg","fernald_marchman_2012",1035,1029,"baby","doggy","eng","You can eat the manju. Eat the manju.",2832,32,0
"375","pig.jpg","1100_1105","mouse.jpg","moore_bergelson_2022_verb",1105,1100,"mouse","pig","eng","Can you see the mouse",2884,33,1
"376","pig.jpg","1099_1100","mouse.jpg","moore_bergelson_2022_verb",1099,1100,"mouse","pig","eng","Can you see the mouse",2885,33,0
"377","mouse.jpg","1105_1110","pig.jpg","moore_bergelson_2022_verb",1110,1105,"pig","mouse","eng","Can you see the pig",2889,33,0
"378","foot.jpg","1109_1111","dog.jpg","moore_bergelson_2022_verb",1111,1109,"dog","foot","eng","Find the dog",2892,33,1
"379","foot.jpg","1108_1109","dog.jpg","moore_bergelson_2022_verb",1108,1109,"dog","foot","eng","Find the dog",2893,33,0
"380","dog.jpg","1111_1112","foot.jpg","moore_bergelson_2022_verb",1112,1111,"foot","dog","eng","Find the foot",2897,33,0
"381","tooth.jpg","1101_1102","kitty.jpg","moore_bergelson_2022_verb",1102,1101,"kitty","tooth","eng","Look at the kitty",2900,33,1
"382","tooth.jpg","1101_1104","kitty.jpg","moore_bergelson_2022_verb",1104,1101,"kitty","tooth","eng","Look at the kitty",2901,33,0
"383","kitty.jpg","1102_1107","tooth.jpg","moore_bergelson_2022_verb",1107,1102,"tooth","kitty","eng","Look at the tooth",2905,33,0
"384","whale.jpg","1097_1098","goose.jpg","moore_bergelson_2022_verb",1097,1098,"goose","whale","eng","Where's the goose",4122,33,1
"385","whale.jpg","1098_1106","goose.jpg","moore_bergelson_2022_verb",1106,1098,"goose","whale","eng","Where's the goose",4123,33,0
"386","goose.jpg","1097_1103","whale.jpg","moore_bergelson_2022_verb",1103,1097,"whale","goose","eng","Where's the whale",4127,33,0
"387","shoe.jpg","1119_1120","baba2.jpg","garrison_bergelson_2020",1119,1120,"bottle","shoes","eng","Where is the",4130,34,1
"388","shoe8.jpg","1125_1126","baba7.jpg","garrison_bergelson_2020",1126,1125,"bottle","shoes","eng","Where is the",4131,34,1
"389","doggy.jpg","1154_1212","baby.jpg","garrison_bergelson_2020",1212,1154,"baby","dog","eng","Can you find the",4134,34,1
"390","doggy21.jpg","1204_1205","baby21.jpg","garrison_bergelson_2020",1204,1205,"baby","dog","eng","Do you see the",4135,34,1
"391","doggy23.jpg","1278_1279","baby22.jpg","garrison_bergelson_2020",1278,1279,"baby","dog","eng","Where is the",4136,34,1
"392","doggy24.jpg","1313_1314","baby23.jpg","garrison_bergelson_2020",1313,1314,"baby","dog","eng","Can you find the",4139,34,1
"393","block9.jpg","1489_1490","ball69.jpg","garrison_bergelson_2020",1489,1490,"ball","blocks","eng","Look at the",4146,34,1
"394","car.jpg","1117_1256","ball.jpg","garrison_bergelson_2020",1117,1256,"ball","car","eng","Can you find the",4148,34,1
"395","car23.jpg","1362_1363","ball67.jpg","garrison_bergelson_2020",1362,1363,"ball","car","eng","Can you find the",4149,34,1
"396","cup.jpg","1117_1149","ball.jpg","garrison_bergelson_2020",1117,1149,"ball","cup","eng","Where is the",4150,34,1
"397","cup20.jpg","1452_1453","ball62.jpg","garrison_bergelson_2020",1452,1453,"ball","cup","eng","Do you see the",4151,34,1
"398","cup17.jpg","1250_1251","ball55.jpg","garrison_bergelson_2020",1250,1251,"ball","cup","eng","Where is the",4153,34,1
